"ac.ha","name","geo","sero","year","ac.na"
"EPI20915","chicken_Benin_6693_1_2007","Benin","H5N1","2007.953","EPI20915"
"EPI60012","chicken_Rostov_864_07","Russia","H5N1","2007.953","EPI60012"
"EU441929","muscovy_duck_Rostov_on_Don_51_2007","Russia","H5N1","2007.953","EU441928"
"EU486855","starling_Rostov_on_Don_39_2007","Russia","H5N1","2007.953","EU486854"
"GU182198","environment_Hunan_5_25_2007","China","H5N1","2007.953","GU182200"
"GU182206","environment_Hunan_5_32_2007","China","H5N1","2007.953","GU182208"
"JQ936727","chicken_Shan_2626_2007","Myanmar","H5N1","2007.953","JQ936729"
"CY091949","duck_Sleman_BBVW_1003_34368_2007","Indonesia","H5N1","2007.956","CY091950"
"CY091951","duck_Bantul_BBVW_1005_24442_2007","Indonesia","H5N1","2007.959","CY091952"
"EPI22791","chicken_Egypt_1709_8VIR08_2007","Egypt","H5N1","2007.962","EPI22791"
"EU496388","chicken_Egypt_07201_NLQP_2007","Egypt","H5N1","2007.962","GQ184258"
"EU496389","chicken_Egypt_07202_NLQP_2007","Egypt","H5N1","2007.964","GQ184259"
"EU496390","turkey_Egypt_07203_NLQP_2007","Egypt","H5N1","2007.970","GQ184260"
"FJ226063","Egypt_10211_NAMRU3_2007","Egypt","H5N1","2007.978","FJ461649"
"CY091786","chicken_Gianyar_BBVD_687_2007","Indonesia","H5N1","2007.984","KC791648"
"FJ226064","Egypt_10215_NAMRU3_2007","Egypt","H5N1","2007.984","FJ461650"
"CY202802","mallard_Maryland_07OS2433_2007","USA","H5N2","2007.986","CY202804"
"CY202810","mallard_Maryland_07OS2435_2007","USA","H5N2","2007.986","CY202812"
"CY044032","chicken_Egypt_083_2008","Egypt","H5N1","2008.003","CY044034"
"EU717857","chicken_Egypt_1709_6_2008","Egypt","H5N1","2008.005","EU717858"
"GQ184245","chicken_Egypt_0875S_NLQP_2008","Egypt","H5N1","2008.014","GQ184284"
"EU717855","chicken_Egypt_1709_5_2008","Egypt","H5N1","2008.019","EU717856"
"FJ686849","chicken_Egypt_24NLQP_CLEVB227_2008","Egypt","H5N1","2008.019","FJ688369"
"JF827075","chicken_Pakistan_Khi_NARC_520_2008","Pakistan","H5N1","2008.019","JF827076"
"GQ184223","chicken_Egypt_0831_NLQP_2008","Egypt","H5N1","2008.025","GQ184267"
"GQ184246","chicken_Egypt_08124S_NLQP_2008","Egypt","H5N1","2008.025","GQ184285"
"EU871811","chicken_West_Bengal_80995_2008","India","H5N1","2008.027","EU871812"
"EU871814","chicken_West_Bengal_81010_2008","India","H5N1","2008.027","EU871813"
"CY080387","chicken_West_Bengal_82583_2008","India","H5N1","2008.030","CY080389"
"CY046107","chicken_India_WB_NIV527_2008","India","H5N1","2008.033","CY046108"
"CY046112","chicken_India_WB_NIV529_2008","India","H5N1","2008.033","CY046114"
"AB593447","duck_Vietnam_G12_2008","Vietnam","H5N1","2008.038","AB593449"
"CY041290","chicken_Egypt_0836_2008","Egypt","H5N1","2008.038","CY041292"
"CY046174","duck_France_080032_2008","France","H5N2","2008.038","CY046176"
"CY046182","duck_France_080036_2008","France","H5N1","2008.038","CY046184"
"CY091953","duck_Magelang_BBVW_24_44380_2008","Indonesia","H5N1","2008.038","CY091954"
"CY103947","swan_England_AV26_70_2008","United_Kingdom","H5N1","2008.038","CY103949"
"CY103958","swan_England_AV380_2326_2008","United_Kingdom","H5N1","2008.038","CY103960"
"EPI24752","Indonesia_7379_2008","Indonesia","H5N1","2008.038","EPI24752"
"EPI24753","Indonesia_7272_2008","Indonesia","H5N1","2008.038","EPI24753"
"FJ461592","swine_Korea_C12_2008","South_Korea","H5N2","2008.038","FJ461596"
"GU183461","chicken_Banten_Srg_Fadh_2008","Indonesia","H5N1","2008.038","GU183481"
"GU811710","chicken_Egypt_088_NLQP_2008","Egypt","H5N1","2008.038","HQ908445"
"KC261464","goose_Eastern_China_223_2008","China","H5N1","2008.038","KC261474"
"CY098688","Hunan_1_2008","China","H5N1","2008.041","CY098690"
"EPI23815","Indonesia_7261_2008","Indonesia","H5N1","2008.041","EPI23815"
"GQ184248","chicken_Egypt_08194S_NLQP_2008","Egypt","H5N1","2008.041","GQ184287"
"GQ184226","chicken_Egypt_0841_NLQP_2008","Egypt","H5N1","2008.044","GQ184269"
"HM114593","Vietnam_UT31394II_2008","Vietnam","H5N1","2008.044","HM114595"
"CY080379","chicken_West_Bengal_81537_2008","India","H5N1","2008.046","CY080381"
"GQ184227","chicken_Egypt_0845_NLQP_2008","Egypt","H5N1","2008.046","GQ184270"
"GQ184228","chicken_Egypt_0847_NLQP_2008","Egypt","H5N1","2008.046","GQ184271"
"GU183465","chicken_West_Java_Smi_Acul_2008","Indonesia","H5N1","2008.046","GU183480"
"CY090124","chicken_India_81766_2008","India","H5N1","2008.049","CY090126"
"CY111057","chicken_India_81753_2008","India","H5N1","2008.049","CY111059"
"CY111065","chicken_India_81754_2008","India","H5N1","2008.049","CY111067"
"GU083618","chicken_West_Bengal_81760_2008","India","H5N1","2008.049","GU083619"
"CY046070","chicken_India_WB_NIV2653_2008","India","H5N1","2008.055","CY046072"
"CY046075","chicken_India_WB_NIV2654_2008","India","H5N1","2008.055","CY046076"
"CY046077","chicken_India_WB_NIV2656_2008","India","H5N1","2008.055","CY046078"
"CY111073","chicken_India_81890_2008","India","H5N1","2008.055","CY111075"
"KF772948","wild_bird_Chile_1805_2008","Chile","H5N9","2008.055","KF772950"
"CY046079","chicken_India_WB_NIV2664_2008","India","H5N1","2008.057","CY046080"
"CY046081","chicken_India_WB_NIV2665_2008","India","H5N1","2008.057","CY046082"
"CY046083","chicken_India_WB_NIV2670_2008","India","H5N1","2008.057","CY046084"
"CY111081","chicken_India_82544_2008","India","H5N1","2008.057","CY111083"
"GQ184229","chicken_Egypt_0850_NLQP_2008","Egypt","H5N1","2008.057","GQ184272"
"CY046085","chicken_India_WB_NIV2800_2008","India","H5N1","2008.060","CY046086"
"CY046087","chicken_India_WB_NIV2805_2008","India","H5N1","2008.060","CY046088"
"CY046089","chicken_India_WB_NIV2806_2008","India","H5N1","2008.060","CY046090"
"CY046091","chicken_India_WB_NIV2807_2008","India","H5N1","2008.060","CY046092"
"CY111089","chicken_India_82580_2008","India","H5N1","2008.060","CY111091"
"CY111097","chicken_India_82616_2008","India","H5N1","2008.063","CY111099"
"CY046095","chicken_India_WB_NIV2812_2008","India","H5N1","2008.066","CY046096"
"CY046097","chicken_India_WB_NIV2813_2008","India","H5N1","2008.066","CY046098"
"GU083645","chicken_West_Bengal_82613_2008","India","H5N1","2008.066","GU083647"
"CY080395","chicken_West_Bengal_83098_2008","India","H5N1","2008.068","CY080397"
"CY111105","chicken_India_83093_2008","India","H5N1","2008.068","CY111107"
"CY091964","duck_Bantul_BBVW_78_22210_2008","Indonesia","H5N1","2008.079","CY091965"
"CY111113","chicken_India_85459_2008","India","H5N1","2008.079","CY111115"
"KX977798","mallard_duck_Netherlands_1_2008","Netherlands","H5N3","2008.079","KX978667"
"GQ184231","chicken_Egypt_0859_NLQP_2008","Egypt","H5N1","2008.082","GQ184273"
"KJ018200","chicken_New_Jersey_251_4_2008","USA","H5N2","2008.085","KJ018202"
"GQ184232","chicken_Egypt_0865_NLQP_2008","Egypt","H5N1","2008.098","GQ184274"
"HM114601","Vietnam_UT31412II_2008","Vietnam","H5N1","2008.107","HM114603"
"CY098695","Guangxi_1_2008","China","H5N1","2008.115","CY098697"
"JF827084","crow_Pakistan_Khi_NARC_11672_2008","Pakistan","H5N1","2008.115","JF827085"
"HM114609","Vietnam_UT31413II_2008","Vietnam","H5N1","2008.117","HM114611"
"FJ461593","swine_Korea_C13_2008","South_Korea","H5N2","2008.123","FJ461597"
"FJ573468","Bangladesh_207095_2008","Bangladesh","H5N1","2008.123","FJ573470"
"GU182182","environment_Hunan_6_69_2008","China","H5N1","2008.123","GU182184"
"GU182190","environment_Hunan_6_45_2008","China","H5N1","2008.123","GU182192"
"CY098702","Guangdong_1_2008","China","H5N1","2008.126","CY098704"
"GQ184233","chicken_Egypt_0869h3_NLQP_2008","Egypt","H5N1","2008.134","GQ184275"
"GU560030","common_pochard_Switzerland_WV4080110_2008","Switzerland","H5N1","2008.134","GU563331"
"CY044040","duck_Egypt_0871_2008","Egypt","H5N1","2008.137","CY044042"
"CY099958","muscovy_duck_Viet_Nam_TMU001_2008","Vietnam","H5N1","2008.137","CY103800"
"HM114617","Vietnam_HN31432M_2008","Vietnam","H5N1","2008.139","HM114619"
"FJ226056","Egypt_1980_NAMRU3_2008","Egypt","H5N1","2008.153","FJ461655"
"CY099959","duck_Viet_Nam_TMU002_2008","Vietnam","H5N1","2008.156","CY103802"
"CY099960","muscovy_duck_Viet_Nam_TMU003_2008","Vietnam","H5N1","2008.156","CY103804"
"CY095686","chicken_Viet_Nam_TMU007_2008","Vietnam","H5N1","2008.164","CY095687"
"CY099962","chicken_Viet_Nam_TMU008_2008","Vietnam","H5N1","2008.164","CY103808"
"CY126128","chicken_Giza_CAI7_2008","Egypt","H5N1","2008.164","CY126130"
"CY126160","chicken_Qalubia_CAI14_2008","Egypt","H5N1","2008.164","CY126162"
"CY095680","chicken_Viet_Nam_TMU004_2008","Vietnam","H5N1","2008.167","CY095681"
"CY095683","duck_Viet_Nam_TMU005_2008","Vietnam","H5N1","2008.167","CY095684"
"CY099961","chicken_Viet_Nam_TMU006_2008","Vietnam","H5N1","2008.167","CY103806"
"FJ226057","Egypt_2289_NAMRU3_2008","Egypt","H5N1","2008.167","FJ461654"
"FJ226058","Egypt_2514_NAMRU3_2008","Egypt","H5N1","2008.172","FJ461653"
"CY111121","chicken_India_96880_2008","India","H5N1","2008.178","CY111123"
"CY099963","quail_Viet_Nam_TMU010_2008","Vietnam","H5N1","2008.180","CY103810"
"JN588810","chicken_Cambodia_67F4_2008","Cambodia","H5N1","2008.180","JN588840"
"JN588938","chicken_Cambodia_67F1_2008","Cambodia","H5N1","2008.180","JN588942"
"JN588944","chicken_Cambodia_67F8_2008","Cambodia","H5N1","2008.180","JN588948"
"FJ226059","Egypt_2546_NAMRU3_2008","Egypt","H5N1","2008.183","FJ461656"
"CY099966","chicken_Viet_Nam_TMU013_2008","Vietnam","H5N1","2008.197","CY103816"
"CY099967","muscovy_duck_Viet_Nam_TMU014_2008","Vietnam","H5N1","2008.197","CY103818"
"EPI83700","Chicken_Turkey_Edirne_09rs2843_5_2008","Turkey","H5N1","2008.199","EPI83700"
"JX021300","chicken_Vietnam_TV98_2008","Vietnam","H5N1","2008.199","JX826580"
"CY090108","chicken_India_100071_2008","India","H5N1","2008.202","CY090110"
"GU182174","environment_Hunan_7_73_2008","China","H5N1","2008.202","GU182176"
"KT327366","chicken_India_100074_2008","India","H5N1","2008.202","KT327368"
"CY099964","chicken_Viet_Nam_TMU011_2008","Vietnam","H5N1","2008.208","CY103812"
"CY099965","muscovy_duck_Viet_Nam_TMU012_2008","Vietnam","H5N1","2008.216","CY103814"
"JX021302","chicken_Vietnam_DT382_2008","Vietnam","H5N1","2008.219","JX826582"
"GU083637","chicken_West_Bengal_100879_2008","India","H5N1","2008.224","GU083639"
"KJ018192","chicken_New_Jersey_577_6_2008","USA","H5N2","2008.235","KJ018194"
"FR771823","spur_winged_goose_Nigeria_2_2008","Nigeria","H5N2","2008.246","FR771828"
"CY126136","chicken_Giza_CAI8_2008","Egypt","H5N1","2008.249","CY126138"
"GQ412053","chicken_Korea_Gimje_2008","South_Korea","H5N1","2008.249","GQ412064"
"GU252830","goose_Tripura_103596_2008","India","H5N1","2008.249","GU252832"
"CY046102","duck_India_TR_NIV4396_2008","India","H5N1","2008.254","CY046104"
"FR771824","spur_winged_goose_Nigeria_210_2008","Nigeria","H5N2","2008.254","FR771827"
"FR771825","spur_winged_goose_Nigeria_226_2008","Nigeria","H5N2","2008.254","FR771826"
"FJ226060","Egypt_3158_NAMRU3_2008","Egypt","H5N1","2008.260","FJ461657"
"GQ184235","duck_Egypt_0875_NLQP_2008","Egypt","H5N1","2008.262","GQ184277"
"GQ184236","chicken_Egypt_0876_NLQP_2008","Egypt","H5N1","2008.262","GQ184278"
"GQ412052","duck_Korea_JEQ149_2008","South_Korea","H5N1","2008.262","GQ412067"
"FJ654295","chicken_Primorsky_85_2008","Russia","H5N1","2008.268","FJ654297"
"JF827078","chicken_Pakistan_Lhr_NARC_610_2008","Pakistan","H5N1","2008.268","JF827079"
"GQ412056","chicken_Korea_YAQ173_2008","South_Korea","H5N1","2008.270","GQ412066"
"EU676174","chicken_Primorje_1_2008","Russia","H5N1","2008.273","EU672460"
"FJ226061","Egypt_3300_NAMRU3_2008","Egypt","H5N1","2008.276","FJ461658"
"AB601128","chicken_Egypt_RIMD9_2_2008","Egypt","H5N1","2008.287","AB601144"
"GQ184237","duck_Egypt_0877_NLQP_2008","Egypt","H5N1","2008.287","HQ908446"
"GU252822","duck_Tripura_103597_2008","India","H5N1","2008.287","GU252824"
"JF827081","chicken_Pakistan_Khi_NARC_612_2008","Pakistan","H5N1","2008.287","JF827082"
"FJ226062","Egypt_3401_NAMRU3_2008","Egypt","H5N1","2008.290","FJ461659"
"FJ686839","chicken_Egypt_10NLQP_CLEVB299_2008","Egypt","H5N1","2008.298","FJ688365"
"GQ412051","chicken_Korea_ISQ250_2008","South_Korea","H5N1","2008.303","GQ412063"
"CY099968","chicken_Viet_Nam_TMU015_2008","Vietnam","H5N1","2008.306","CY103820"
"CY099969","chicken_Viet_Nam_TMU016_2008","Vietnam","H5N1","2008.306","CY103822"
"GQ412054","duck_Korea_NSQ263_2008","South_Korea","H5N1","2008.306","GQ412068"
"EPI150052","Indonesia_NIHRD7988_2008","Indonesia","H5N1","2008.309","EPI150052"
"GQ412055","chicken_Korea_USQ284_2008","South_Korea","H5N1","2008.322","GQ412065"
"FJ686834","chicken_Egypt_4NLQP_CLEVB308_2008","Egypt","H5N1","2008.342","FJ688364"
"GU083626","chicken_West_Bengal_106181_2008","India","H5N1","2008.347","GU083627"
"EPI24602","Indonesia_8228_2008","Indonesia","H5N1","2008.350","EPI24602"
"GQ184238","chicken_Egypt_0879_NLQP_2008","Egypt","H5N1","2008.366","GQ184279"
"EPI80639","chicken_Vietnam_NCVD_04_2008","Vietnam","H5N1","2008.369","EPI80639"
"EPI80640","chicken_Vietnam_NCVD_05_2008","Vietnam","H5N1","2008.369","EPI80640"
"EPI80641","chicken_Vietnam_NCVD_093_2008","Vietnam","H5N1","2008.369","EPI80641"
"EPI80642","chicken_Vietnam_NCVD_080_2008","Vietnam","H5N1","2008.369","EPI80642"
"EPI80643","chicken_Vietnam_NCVD_081_2008","Vietnam","H5N1","2008.369","EPI80643"
"EPI80644","chicken_Vietnam_NCVD_083_2008","Vietnam","H5N1","2008.369","EPI80644"
"EPI80645","chicken_Vietnam_NCVD_084_2008","Vietnam","H5N1","2008.369","EPI80645"
"EPI80646","chicken_Vietnam_NCVD_085_2008","Vietnam","H5N1","2008.369","EPI80646"
"EPI80647","chicken_Vietnam_NCVD_086_2008","Vietnam","H5N1","2008.369","EPI80647"
"EPI80672","muscovy_duck_Vietnam_NCVD_079_2008","Vietnam","H5N1","2008.369","EPI80672"
"EPI80673","muscovy_duck_Vietnam_NCVD_082_2008","Vietnam","H5N1","2008.369","EPI80673"
"EPI80716","duck_Vietnam_NCVD_101_2008","Vietnam","H5N1","2008.369","EPI80716"
"EPI80717","duck_Vietnam_NCVD_103_2008","Vietnam","H5N1","2008.369","EPI80717"
"CY126168","chicken_Giza_CAI15_2008","Egypt","H5N1","2008.415","CY126170"
"CY091627","duck_Guangdong_wy11_2008","China","H5N5","2008.429","CY091629"
"CY091635","duck_Guangdong_wy19_2008","China","H5N5","2008.429","CY091637"
"CY091643","duck_Guangdong_wy24_2008","China","H5N5","2008.429","CY091645"
"JQ277225","chicken_Sheny_0606_2008","China","H5N1","2008.429","JQ277227"
"KC790053","swan_BC_2045_2008","Canada","H5N2","2008.440","KC790055"
"FJ455820","environment_Qinghai_1_2008","China","H5N1","2008.445","FJ455822"
"FJ602818","bar_headed_goose_Qinghai_3_2008","China","H5N1","2008.445","FJ602855"
"AB601125","chicken_Egypt_RIMD5_3_2008","Egypt","H5N1","2008.454","AB601141"
"GU811713","chicken_Egypt_0883_NLQP_2008","Egypt","H5N1","2008.454","HQ908447"
"FJ602820","bar_headed_goose_Qinghai_5_2008","China","H5N1","2008.456","FJ602857"
"GU183462","chicken_West_Java_Smi_M1_2008","Indonesia","H5N1","2008.467","GU183482"
"GU183463","chicken_West_Java_Smi_M6_2008","Indonesia","H5N1","2008.467","GU183483"
"CY126112","chicken_Qalubia_CAI5_2008","Egypt","H5N1","2008.495","CY126114"
"CY126152","chicken_Qalubia_CAI12_2008","Egypt","H5N1","2008.495","CY126154"
"CY126184","chicken_Qalubia_CAI19_2008","Egypt","H5N1","2008.495","CY126186"
"CY126192","chicken_Qalubia_CAI20_2008","Egypt","H5N1","2008.495","CY126194"
"CY126200","chicken_Qalubia_CAI21_2008","Egypt","H5N1","2008.495","CY126202"
"CY126208","chicken_Giza_CAI22_2008","Egypt","H5N1","2008.495","CY126210"
"CY126216","chicken_Giza_CAI23_2008","Egypt","H5N1","2008.495","CY126218"
"CY126120","chicken_Giza_CAI6_2008","Egypt","H5N1","2008.497","CY126122"
"FJ602825","bar_headed_goose_Qinghai_10_2008","China","H5N1","2008.530","FJ602862"
"CY047979","chicken_Nigeria_08VIR4337_343_2008","Nigeria","H5N1","2008.538","CY047981"
"CY047987","chicken_Nigeria_08VIR4337_344_2008","Nigeria","H5N1","2008.538","CY047989"
"GU183464","chicken_West_Java_Smi_Biot_2008","Indonesia","H5N1","2008.577","GU183484"
"CY095689","chicken_Viet_Nam_TMU009_2008","Vietnam","H5N1","2008.587","CY095690"
"CY039636","env_California_7251_2008","USA","H5N3","2008.617","CY039638"
"CY039644","env_California_7255_2008","USA","H5N3","2008.617","CY039646"
"CY039652","env_California_7258_2008","USA","H5N3","2008.617","CY039654"
"CY039660","env_California_7261_2008","USA","H5N3","2008.617","CY039662"
"CY039668","env_California_7262_2008","USA","H5N3","2008.617","CY039670"
"CY039676","env_California_7264_2008","USA","H5N3","2008.617","CY039678"
"CY039723","env_California_7341_2008","USA","H5N3","2008.628","CY039725"
"CY094029","environment_California_7293_2008","USA","H5N3","2008.628","CY094031"
"CY094037","environment_California_7334_2008","USA","H5N3","2008.628","CY094039"
"CY039731","env_California_7600_2008","USA","H5N3","2008.691","CY039733"
"KX977852","mallard_duck_Netherlands_28_2008","Netherlands","H5N2","2008.724","KX978060"
"KX978877","mallard_duck_Netherlands_30_2008","Netherlands","H5N3","2008.727","KX978452"
"CY041298","chicken_Egypt_0891_2008","Egypt","H5N1","2008.735","CY041300"
"GQ184240","duck_Egypt_0891_NLQP_2008","Egypt","H5N1","2008.735","GQ184280"
"CY126224","chicken_Giza_CAI24_2008","Egypt","H5N1","2008.746","CY126226"
"GU086230","duck_Korea_A14_2008","South_Korea","H5N2","2008.757","GU086248"
"MF145713","mallard_duck_Netherlands_38_2008","Netherlands","H5N3","2008.768","MF146255"
"KX979499","mallard_duck_Netherlands_52_2008","Netherlands","H5N2","2008.770","KX977925"
"AB601131","chicken_Egypt_RIMD13_1_2008","Egypt","H5N1","2008.787","AB601148"
"EPI25455","domestic_duck_Germany_R874_2008","Germany","H5N1","2008.787","EPI25455"
"CY094157","mallard_California_8035_2008","USA","H5N2","2008.795","CY094159"
"CY094181","mallard_California_8834_2008","USA","H5N9","2008.798","CY094183"
"CY079452","American_black_duck_Illinois_08OS2688_2008","USA","H5N2","2008.817","CY079454"
"CY047457","chicken_Thailand_CU_354_2008","Thailand","H5N1","2008.869","CY047459"
"EPI74836","Anas_platyrhynchos_Belgium_09_762_P1_2008","Belgium","H5N1","2008.872","EPI74836"
"GU182158","chicken_Hunan_8_2008","China","H5N1","2008.872","GU182160"
"GU182166","duck_Hunan_8_2008","China","H5N1","2008.872","GU182168"
"GU361229","aquatic_bird_Korea_w344_2008","South_Korea","H5N2","2008.872","GU361267"
"GU361230","aquatic_bird_Korea_w347_2008","South_Korea","H5N2","2008.872","GU361268"
"GU361231","aquatic_bird_Korea_w351_2008","South_Korea","H5N2","2008.872","GU361269"
"KJ147492","duck_Egypt_BSU_BS_R7_2008","Egypt","H5N1","2008.872","KJ147499"
"KP055074","swan_Germany_R65_2008","Germany","H5N1","2008.877","KP055075"
"FJ839920","chicken_Assam_140187_2008","India","H5N1","2008.885","FJ839921"
"FJ839922","chicken_Assam_140203_2008","India","H5N1","2008.885","FJ839923"
"KT762431","duck_Hunan_S4020_2008","China","H5N1","2008.902","KT762433"
"GQ184241","chicken_Egypt_0894_NLQP_2008","Egypt","H5N1","2008.904","GQ184281"
"GQ917223","chicken_India_AS_NIV15983_2008","India","H5N1","2008.904","GQ917224"
"JX444819","mallard_Korea_KU683_2008","South_Korea","H5N2","2008.904","JX444821"
"CY098709","Beijing_1_2009","China","H5N1","2008.923","CY098711"
"GU086229","wild_bird_Korea_L60_2_2008","South_Korea","H5N2","2008.923","GU086247"
"GU066389","chicken_Assam_142007_2008","India","H5N1","2008.932","GU066391"
"HQ200596","Cambodia_S1211394_2008","Cambodia","H5N1","2008.943","HQ200598"
"KY575204","northern_shoveler_Mexico_Sonora_797_2008","Mexico","H5N3","2008.951","KY575206"
"EPI74837","Anas_platyrhynchos_09_884_2008","Belgium","H5N3","2008.954","EPI74837"
"EPI80615","chicken_Vietnam_NCVD_138_2008","Vietnam","H5N1","2008.954","EPI80615"
"EPI80617","chicken_Vietnam_NCVD_188_2008","Vietnam","H5N1","2008.954","EPI80617"
"EPI80618","chicken_Vietnam_NCVD_swab276_2008","Vietnam","H5N1","2008.954","EPI80618"
"EPI80667","muscovy_duck_Vietnam_NCVD_154_2008","Vietnam","H5N1","2008.954","EPI80667"
"EPI80668","muscovy_duck_Vietnam_NCVD_155_2008","Vietnam","H5N1","2008.954","EPI80668"
"EPI80701","duck_Vietnam_NCVD_118_2008","Vietnam","H5N1","2008.954","EPI80701"
"EPI80702","duck_Vietnam_NCVD_140_2008","Vietnam","H5N1","2008.954","EPI80702"
"EPI80703","duck_Vietnam_NCVD_141_2008","Vietnam","H5N1","2008.954","EPI80703"
"EPI80704","duck_Vietnam_NCVD_142_2008","Vietnam","H5N1","2008.954","EPI80704"
"EPI80705","duck_Vietnam_NCVD_145_2008","Vietnam","H5N1","2008.954","EPI80705"
"EPI80706","duck_Vietnam_NCVD_146_2008","Vietnam","H5N1","2008.954","EPI80706"
"EPI80707","duck_Vietnam_NCVD_159_2008","Vietnam","H5N1","2008.954","EPI80707"
"EPI80708","duck_Vietnam_NCVD_160_2008","Vietnam","H5N1","2008.954","EPI80708"
"EPI80709","duck_Vietnam_NCVD_186_2008","Vietnam","H5N1","2008.954","EPI80709"
"EPI80750","avian_Vietnam_NCVD_124_2008","Vietnam","H5N1","2008.954","EPI80750"
"EPI80751","avian_Vietnam_NCVD_125_2008","Vietnam","H5N1","2008.954","EPI80751"
"EPI80752","avian_Vietnam_NCVD_132_2008","Vietnam","H5N1","2008.954","EPI80752"
"EPI80753","avian_Vietnam_NCVD_133_2008","Vietnam","H5N1","2008.954","EPI80753"
"EPI80757","muscovy_duck_Vietnam_NCVD_156_2008","Vietnam","H5N1","2008.954","EPI80757"
"EPI80758","duck_Vietnam_NCVD_187_2008","Vietnam","H5N1","2008.954","EPI80758"
"GQ478333","crow_Assam_142119_2008","India","H5N1","2008.954","FJ966205"
"GU354073","chicken_West_Bengal_142121_2008","India","H5N1","2008.954","GU354075"
"GU596984","duck_Shandong_009_2008","China","H5N1","2008.954","GU596986"
"GU727653","duck_Eastern_China_008_2008","China","H5N5","2008.954","GU727655"
"GU727669","duck_Eastern_China_108_2008","China","H5N1","2008.954","GU727671"
"HQ677023","chicken_Huadong_4_2008","China","H5N1","2008.954","HQ677024"
"JF746738","duck_Egypt_0897_NLQP_2008","Egypt","H5N1","2008.954","HQ908448"
"KC683522","swine_Jiangsu_1_2008","China","H5N1","2008.954","KC683526"
"GQ917225","chicken_India_WB_NIV16915_2008","India","H5N1","2008.956","GQ917226"
"KX979015","bewicks_swan_Netherlands_5_2008","Netherlands","H5N2","2008.959","KX978975"
"KP638512","Vietnam_UT31641_2_2008","Vietnam","H5N1","2008.964","KP638518"
"GQ184242","chicken_Egypt_0896_NLQP_2008","Egypt","H5N1","2008.978","GQ184282"
"KX978329","greater_white_fronted_goose_Netherlands_6_2008","Netherlands","H5N2","2008.995","KX978609"
"KX979073","greater_white_fronted_goose_Netherlands_5_2008","Netherlands","H5N2","2008.995","KX978387"
"GU086231","duck_Korea_A93_2008","South_Korea","H5N2","2008.997","GU086249"
"GQ917227","chicken_India_WB_NIV16924_2009","India","H5N1","2009.003","GQ917228"
"CY098716","Shandong_1_2009","China","H5N1","2009.011","CY098718"
"CY098766","water_Hebei_1_2009","China","H5N1","2009.014","CY098768"
"CY098774","water_Hebei_2_2009","China","H5N1","2009.014","EPI79690"
"CY098782","water_Hebei_3_2009","China","H5N1","2009.014","CY098784"
"CY098790","duck_feces_Hebei_5_2009","China","H5N1","2009.014","CY098792"
"CY098723","Hunan_1_2009","China","H5N1","2009.019","CY098725"
"CY095692","duck_Viet_Nam_TMU017_2009","Vietnam","H5N1","2009.022","CY095693"
"KC784974","duck_Taiwan_DV1242_2009","Taiwan","H5N2","2009.022","KC784971"
"KC785011","duck_Taiwan_DV1241_2009","Taiwan","H5N2","2009.022","KC785008"
"KC785019","duck_Taiwan_DV1238_2009","Taiwan","H5N2","2009.022","KC785016"
"KC785049","duck_Taiwan_DV1237_2009","Taiwan","H5N2","2009.022","KC785046"
"KC785070","duck_Taiwan_DV1236_2009","Taiwan","H5N2","2009.022","KC785067"
"KX977974","greater_white_fronted_goose_Netherlands_2_2009","Netherlands","H5N3","2009.022","KX979382"
"CY098730","Xinjiang_1_2009","China","H5N1","2009.025","CY098732"
"CY041908","Egypt_N00001_2009","Egypt","H5N1","2009.027","CY041909"
"AB601133","chicken_Egypt_RIMD25_1_2009","Egypt","H5N1","2009.038","AB601152"
"CY080355","chicken_Sikkim_151466_2009","India","H5N1","2009.038","CY080357"
"CY098737","Guizhou_1_2009","China","H5N1","2009.038","CY098739"
"EPI80631","chicken_Vietnam_NCVD_279_2009","Vietnam","H5N1","2009.038","EPI80631"
"GU002672","chicken_Egypt_092_NLQP_2009","Egypt","H5N1","2009.038","HQ908449"
"GU002673","duck_Egypt_099_NLQP_2009","Egypt","H5N1","2009.038","HQ908451"
"GU002699","duck_Egypt_093_NLQP_2009","Egypt","H5N1","2009.038","HQ908450"
"GU002702","turkey_Egypt_091Q_NLQP_2009","Egypt","H5N1","2009.038","HQ908465"
"GU271998","chicken_West_Bengal_155505_2009","India","H5N1","2009.038","GU272000"
"GU354081","chicken_Sikkim_151464_2009","India","H5N1","2009.038","GU354083"
"GU356583","chicken_West_Bengal_148713_2009","India","H5N1","2009.038","GU356585"
"GU727661","duck_Eastern_China_031_2009","China","H5N5","2009.038","GU727663"
"GU727677","duck_Eastern_China_909_2009","China","H5N1","2009.038","GU727679"
"JF975561","swan_Shanghai_10_2009","China","H5N1","2009.038","JF975563"
"KC683523","swine_Jiangsu_2_2009","China","H5N1","2009.038","KC683527"
"LC093071","Pigeon_Egypt_RIMD18_2009","Egypt","H5N1","2009.038","LC093073"
"LC093079","Pigeon_Egypt_RIMD20_2009","Egypt","H5N1","2009.038","LC093081"
"CY098798","environment_Guizhou_2_2009","China","H5N1","2009.041","CY098800"
"CY098806","environment_Guizhou_4_2009","China","H5N1","2009.041","CY098808"
"CY098814","environment_Guizhou_7_2009","China","H5N1","2009.041","EPI79695"
"CY098822","environment_Guizhou_9_2009","China","H5N1","2009.041","CY098824"
