"ac.ha","name","geo","sero","year","ac.na"
"KX364460","swine_Shandong_SD1_2014","China","H5N1","2014.784","KX364459"
"KU141372","swine_Mexico_GtoDMZC02_2014","Mexico","H5N2","2014.792","KU141374"
"KX351551","American_wigeon_California_COL041_2014","USA","H5N2","2014.795","KX351664"
"KY629472","duck_Bangladesh_23660_2014","Bangladesh","H5N1","2014.795","KY629531"
"KY629493","duck_Bangladesh_23656_2014","Bangladesh","H5N1","2014.795","KY629481"
"KY629514","duck_Bangladesh_23655_2014","Bangladesh","H5N1","2014.795","KY629504"
"KY629523","duck_Bangladesh_23659_2014","Bangladesh","H5N1","2014.795","KY629473"
"LC042073","duck_Hokkaido_WZ20_2014","Japan","H5N2","2014.795","LC042075"
"EPI219769","Environment_Chongqing_99165_2014","China","H5N1","2014.800","EPI219769"
"EPI219827","Environment_Chongqing_99166_2014","China","H5N6","2014.800","EPI219827"
"EPI219822","Environment_Xinjiang_00300_2014","China","H5N6","2014.803","EPI219822"
"EPI203646","Environment_Guangdong_79900_2014","China","H5N6","2014.805","EPI203646"
"EPI203648","Environment_Guangdong_79929_2014","China","H5N6","2014.805","EPI203648"
"EPI219820","Environment_Xinjiang_00320_2014","China","H5N6","2014.805","EPI219820"
"EPI219821","Environment_Xinjiang_00318_2014","China","H5N6","2014.805","EPI219821"
"EPI219824","Environment_Xinjiang_00324_2014","China","H5N6","2014.805","EPI219824"
"EPI219829","Environment_Jiangsu_98335_2014","China","H5N8","2014.822","EPI219829"
"LC018990","duck_Hokkaido_W240_2014","Japan","H5N3","2014.827","LC042052"
"LC018991","duck_Hokkaido_W280_2014","Japan","H5N3","2014.827","LC042059"
"EPI174406","Turkey_Egypt_AR235_S240NLQP_2014","Egypt","H5N1","2014.830","EPI174406"
"EPI174924","Turkey_Egypt_14240FAOS_2014","Egypt","H5N1","2014.830","EPI174924"
"LC106066","chicken_Ismailia_144C2014","Egypt","H5N1","2014.833","LC106084"
"KX364468","swine_Shandong_SD2_2014","China","H5N1","2014.838","KX364467"
"EPI167140","turkey_Germany_MV_R2472_2014","Germany","H5N8","2014.841","EPI167140"
"EPI169273","turkey_Germany_AR2485_86_L00899_2014","Germany","H5N8","2014.841","EPI169273"
"KP732646","duck_Eastern_China_S1109_2014","China","H5N8","2014.855","KP732686"
"EPI219825","Environment_Hunan_98885_2014","China","H5N6","2014.858","EPI219825"
"EPI255851","muscovy_duck_Hunan_101_2014","China","H5N6","2014.860","EPI255851"
"EPI255852","muscovy_duck_Hunan_102_2014","China","H5N6","2014.860","EPI255852"
"EPI255853","muscovy_duck_Hunan_103_2014","China","H5N6","2014.860","EPI255853"
"EPI255854","muscovy_duck_Hunan_104_2014","China","H5N6","2014.860","EPI255854"
"EPI255866","muscovy_duck_Hunan_85_2014","China","H5N6","2014.860","EPI255866"
"EPI255867","muscovy_duck_Hunan_88_2014","China","H5N6","2014.860","EPI255867"
"EPI255868","muscovy_duck_Hunan_89_2014","China","H5N6","2014.860","EPI255868"
"EPI255869","muscovy_duck_Hunan_90_2014","China","H5N6","2014.860","EPI255869"
"EPI255870","muscovy_duck_Hunan_93_2014","China","H5N6","2014.860","EPI255870"
"EPI255871","muscovy_duck_Hunan_94_2014","China","H5N6","2014.860","EPI255871"
"EPI174405","chicken_Egypt_AR234_FAOF8NLQP_2014","Egypt","H5N1","2014.863","EPI174405"
"EPI255857","muscovy_duck_Hunan_125_2014","China","H5N6","2014.863","EPI255857"
"EPI262572","Egypt_N04915_2014","Egypt","H5N1","2014.863","EPI262572"
"KX121198","goose_Hunan_118_2014","China","H5N6","2014.863","KX121200"
"EPI255388","goose_Hunan_161_2014","China","H5N6","2014.866","EPI255388"
"EPI255492","duck_Hunan_193_2014","China","H5N6","2014.866","EPI255492"
"EPI255493","duck_Hunan_233_2014","China","H5N6","2014.866","EPI255493"
"EPI255509","duck_Hunan_HN05_2014","China","H5N6","2014.866","EPI255509"
"EPI255823","goose_Hubei_113_2014","China","H5N6","2014.866","EPI255823"
"EPI255825","goose_Hunan_107_2014","China","H5N6","2014.866","EPI255825"
"EPI255826","goose_Hunan_109_2014","China","H5N6","2014.866","EPI255826"
"EPI255827","goose_Hunan_110_2014","China","H5N6","2014.866","EPI255827"
"EPI255828","goose_Hunan_111_2014","China","H5N6","2014.866","EPI255828"
"EPI255829","goose_Hunan_115_2014","China","H5N6","2014.866","EPI255829"
"EPI255830","goose_Hunan_116_2014","China","H5N6","2014.866","EPI255830"
"EPI255831","goose_Hunan_155_2014","China","H5N6","2014.866","EPI255831"
"EPI255833","goose_Hunan_160_2014","China","H5N6","2014.866","EPI255833"
"EPI255834","goose_Hunan_81_2014","China","H5N6","2014.866","EPI255834"
"EPI255835","goose_Hunan_82_2014","China","H5N6","2014.866","EPI255835"
"EPI255858","muscovy_duck_Hunan_147_2014","China","H5N6","2014.866","EPI255858"
"EPI255859","muscovy_duck_Hunan_148_2014","China","H5N6","2014.866","EPI255859"
"EPI255860","muscovy_duck_Hunan_167_2014","China","H5N6","2014.866","EPI255860"
"EPI255861","muscovy_duck_Hunan_183_2014","China","H5N6","2014.866","EPI255861"
"EPI255862","muscovy_duck_Hunan_202_2014","China","H5N6","2014.866","EPI255862"
"EPI255863","muscovy_duck_Hunan_216_2014","China","H5N6","2014.866","EPI255863"
"EPI255864","muscovy_duck_Hunan_229_2014","China","H5N6","2014.866","EPI255864"
"EPI255865","muscovy_duck_Hunan_232_2014","China","H5N6","2014.866","EPI255865"
"KX121206","duck_Hunan_144_2014","China","H5N6","2014.866","KX121208"
"EPI167904","duck_England_36254_14","United_Kingdom","H5N8","2014.868","EPI167904"
"EPI167905","Chicken_Netherlands_14015526_2014","Netherlands","H5N8","2014.868","EPI167905"
"EPI168696","duck_England_36038_14","United_Kingdom","H5N8","2014.868","EPI168696"
"EPI168697","duck_England_36226_14","United_Kingdom","H5N8","2014.868","EPI168697"
"EPI168075","chicken_Netherlands_14015531_2014","Netherlands","H5N8","2014.871","EPI168075"
"KT867328","duck_India_11TR03_2014","India","H5N1","2014.871","KT867330"
"KT867336","duck_India_11CA08_2014","India","H5N1","2014.871","KT867338"
"KT867344","duck_India_11CA02_2014","India","H5N1","2014.871","KT867346"
"KY629540","duck_Bangladesh_23858_2014","Bangladesh","H5N1","2014.874","KY629545"
"EPI182745","Falcon_Dubai_AR3430_2293_2014","United_Arab_Emirates","H5N1","2014.877","EPI182745"
"EPI168024","duck_Chiba_26_372_48_2014","Japan","H5N8","2014.879","EPI168024"
"EPI168025","duck_Chiba_26_372_61_2014","Japan","H5N8","2014.879","EPI168025"
"EPI219799","Environment_Chongqing_99173_2014","China","H5N6","2014.879","EPI219799"
"LC026477","tundra_swan_Tottori_C6nk_2014","Japan","H5N8","2014.879","LC026479"
"LC041308","duck_Vietnam_HU1_1152_2014","Vietnam","H5N6","2014.879","LC041309"
"LC041317","duck_Vietnam_HU1_1507_2014","Vietnam","H5N6","2014.879","LC041318"
"LC041319","duck_Vietnam_HU1_1511_2014","Vietnam","H5N6","2014.879","LC041320"
"LC041321","duck_Vietnam_HU1_1434_2014","Vietnam","H5N6","2014.879","LC041322"
"LC041323","duck_Vietnam_HU1_1144_2014","Vietnam","H5N6","2014.879","LC041324"
"EPI174349","chicken_Netherlands_14015766_2014","Netherlands","H5N8","2014.882","EPI174349"
"EPI174402","chicken_Egypt_AR231_CA113NLQP_2014","Egypt","H5N1","2014.882","EPI174402"
"EPI219819","Environment_Chongqing_99178_2014","China","H5N6","2014.882","EPI219819"
"EPI219826","Environment_Chongqing_99181_2014","China","H5N6","2014.882","EPI219826"
"EPI174350","Chicken_Netherlands_14015824_2014","Netherlands","H5N8","2014.885","EPI174350"
"KU042743","goose_Zhejiang_112071_2014","China","H5N1","2014.885","KU042801"
"KU042746","pigeon_Zhejiang_112089_2014","China","H5N1","2014.885","KU042804"
"KU042747","pigeon_Zhejiang_112090_2014","China","H5N1","2014.885","KU042805"
"KU042762","goose_Zhejiang_112080_2014","China","H5N6","2014.885","KU042820"
"KU042763","goose_Zhejiang_1120132_2014","China","H5N6","2014.885","KU042821"
"EPI174351","duck_Netherlands_14015898_2014","Netherlands","H5N8","2014.888","EPI174351"
"KR233690","chicken_Netherlands_emc_3_2014","Netherlands","H5N8","2014.888","EPI169282"
"EPI169390","crane_Kagoshima_KU1_2014","Japan","H5N8","2014.893","EPI169390"
"KR063678","chicken_Egypt_A103512014","Egypt","H5N1","2014.893","KR063680"
"EPI169280","eurasian_wigeon_Netherlands_emc_1_2014","Netherlands","H5N8","2014.896","EPI169280"
"EPI169281","eurasian_wigeon_Netherlands_emc_2_2014","Netherlands","H5N8","2014.896","EPI169281"
"KR233674","eurasian_wigeon_Netherlands_1_2014","Netherlands","H5N8","2014.896","KR233676"
"KR233682","eurasian_wigeon_Netherlands_2_2014","Netherlands","H5N8","2014.896","KR233684"
"KP702165","Egypt_MOH_NRC_7271_2014","Egypt","H5N1","2014.901","KP702167"
"KP702173","Egypt_MOH_NRC_7305_2014","Egypt","H5N1","2014.907","KP702175"
"EPI174352","chicken_Netherlands_14016437_2014","Netherlands","H5N8","2014.910","EPI174352"
"EPI191460","Hoabara_Dubai_2455_5_2014","United_Arab_Emirates","H5N1","2014.912","EPI191460"
"EPI169429","environment_Kagoshima_KU_ngr_H_2014","Japan","H5N8","2014.915","EPI169429"
"EPI174398","mallard_Korea_H1924_6_2014","South_Korea","H5N8","2014.915","EPI174398"
"EPI191461","Duck_Dubai_2459_2014","United_Arab_Emirates","H5N1","2014.915","EPI191461"
"CY204330","mallard_Ohio_14OS3372_2014","USA","H5N2","2014.918","CY204332"
"CY204338","mallard_Ohio_14OS3373_2014","USA","H5N2","2014.918","CY204340"
"EPI219823","Environment_Guangdong_00299_2014","China","H5N6","2014.918","EPI219823"
"KP307957","turkey_BC_FAV10_2014","Canada","H5N2","2014.918","KP307959"
"KP795729","chicken_BC_FAV8_2014","Canada","H5N2","2014.921","KP795731"
"KP795737","chicken_BC_FAV9_2014","Canada","H5N2","2014.921","KP795739"
"KY828758","northern_shoveler_California_LDC188_2014","USA","H5N2","2014.921","KY828749"
"EPI178079","poultry_BC_FAV15_2014","Canada","H5N2","2014.926","EPI178079"
"EPI178080","poultry_BC_FAV17_2014","Canada","H5N2","2014.926","EPI178080"
"EPI198884","chicken_Jiangxi_12_05_NCDZT0012_2014_H5N6","China","H5N6","2014.926","EPI198884"
"EPI198885","chicken_Jiangxi_12_05_NCDZT0020_2014_H5N6","China","H5N6","2014.926","EPI198885"
"EPI198886","chicken_Jiangxi_12_05_NCDZT0021_2014_H5N6","China","H5N6","2014.926","EPI198886"
"EPI198887","chicken_Jiangxi_12_05_NCDZT0031_2014_H5N6","China","H5N6","2014.926","EPI198887"
"EPI198888","chicken_Jiangxi_12_05_NCDZT0032_2014_H5N6","China","H5N6","2014.926","EPI198888"
"EPI198889","chicken_Jiangxi_12_05_NCDZT0040_2014_H5N6","China","H5N6","2014.926","EPI198889"
"EPI198890","chicken_Jiangxi_12_05_NCDZT007_2014_H5N6","China","H5N6","2014.926","EPI198890"
"EPI198891","chicken_Jiangxi_12_05_NCDZT009_2014_H5N6","China","H5N6","2014.926","EPI198891"
"EPI199010","chicken_Jiangxi_12_05_NCNP006_2014_H5N6","China","H5N6","2014.926","EPI199010"
"EPI174408","Turkey_Egypt_AR238_SD177NLQP_2014","Egypt","H5N1","2014.929","EPI174408"
"EPI177455","turkey_BC_FAV14_2014","Canada","H5N2","2014.929","EPI177455"
"CY204346","mallard_Ohio_14OS3379_2014","USA","H5N2","2014.932","CY204348"
"EPI174516","crane_Kagoshima_KU13_2014_H5N8","Japan","H5N8","2014.932","EPI174516"
"EPI182746","Sea_Gull_Dubai_AR3443_25041_2014","United_Arab_Emirates","H5N1","2014.932","EPI182746"
"EPI182747","Stone_curlew_Dubai_AR3444_25042_2014","United_Arab_Emirates","H5N1","2014.932","EPI182747"
"EPI182748","Quail_Dubai_AR3445_25043_2014","United_Arab_Emirates","H5N1","2014.932","EPI182748"
"EPI191462","Falcon_Dubai_2506_2014","United_Arab_Emirates","H5N1","2014.932","EPI191462"
"EPI178081","poultry_BC_FAV19_2014","Canada","H5N2","2014.934","EPI178081"
"EPI178082","chicken_BC_FAV20_2014","Canada","H5N2","2014.934","EPI178082"
"EPI219811","Environment_Hubei_38005_2014","China","H5N6","2014.934","EPI219811"
"KP307976","Northern_pintail_Washington_40964_2014","USA","H5N2","2014.934","KP307978"
"KP307984","gyrfalcon_Washington_41088_6_2014","USA","H5N8","2014.934","KP307986"
"KU201896","mallard_Washington_195246_2014","USA","H5N2","2014.934","KU201898"
"EPI178083","chicken_BC_FAV21_2014","Canada","H5N2","2014.942","EPI178083"
"KP765788","Guangzhou_39715_2014","China","H5N6","2014.942","KP765790"
"CY204354","green_winged_teal_Ohio_14OS3380_2014","USA","H5N2","2014.945","CY204356"
"EPI178084","chicken_BC_FAV22_2014","Canada","H5N2","2014.945","EPI178084"
"CY204362","mallard_Ohio_14OS3394_2014","USA","H5N2","2014.948","CY204364"
"EPI169350","turkey_Italy_14VIR7898_10_2014","Italy","H5N8","2014.953","EPI169350"
"EPI169851","stork_Germany_MV_R24_2015","Germany","H5N8","2014.953","EPI169851"
"EPI174404","chicken_Egypt_AR233_S283NLQP_2014","Egypt","H5N1","2014.953","EPI174404"
"EPI178085","chicken_BC_FAV23_2014","Canada","H5N2","2014.953","EPI178085"
"EPI178249","American_wigeon_BC_050_31_2015","Canada","H5N8","2014.953","EPI178249"
"EPI198663","turkey_Germany_AR3382_L00937_2014","Germany","H5N8","2014.953","EPI198663"
"EPI198665","turkey_Germany_AR3390_L00939_2014","Germany","H5N8","2014.953","EPI198665"
"EPI205962","Duck_Guangdong_PY501_2014H5N6","China","H5N6","2014.953","EPI205962"
"EPI205963","Duck_Guangdong_PY503_2014H5N6","China","H5N6","2014.953","EPI205963"
"EPI219784","Environment_Chongqing_45440_2014","China","H5N6","2014.953","EPI219784"
"EPI219785","Environment_Chongqing_45439_2014","China","H5N6","2014.953","EPI219785"
"KR021385","duck_India_12CA05_2014","India","H5N1","2014.953","KR021387"
"KT867352","duck_India_12TR04_2014","India","H5N1","2014.953","KT867354"
"KT936689","Eurasian_curlew_Shanghai_DT1215_1_2014","China","H5N8","2014.953","KT936663"
"KU057280","tiger_Yunnan_tig1412_2014","China","H5N1","2014.953","KU057282"
"KU143256","chicken_Wuhan_WHJF_2014","China","H5N2","2014.953","KU143347"
